No.	Name	Description	Version	Popularity	Likes	Stars	Forks	Issues	Owner	Publisher	License	Last Commit	Repository URL
240	flutter_gen	The Flutter code generator for your assets, fonts, colors, … — Get rid of all String-based APIs.	5.1.0+1	95.74394313699996	763	1133	95	38	FlutterGen	wasabeef.jp	MIT	2022-12-12T07:35:43.000Z	https://github.com/FlutterGen/flutter_gen
241	flutter_flavorizr	A flutter utility to easily create flavors in your flutter application	2.1.5	95.73960906687469	374	265	48	27	AngeloAvv	angelocassano.it	MIT	2022-12-09T04:21:29.000Z	https://github.com/AngeloAvv/flutter_flavorizr
242	either_dart	Error handler library for type-safe and easy work with errors on Dart and Flutter. Either is an alternative to Nullable value and Exceptions.	0.3.0	95.7309409266242	73	20	6	0	avdosev		MIT	2022-11-06T17:04:13.000Z	https://github.com/avdosev/either_dart
243	line_awesome_flutter	The Line Awesome Icons pack for flutter. Provides 1542 additional icons to use in your apps.	2.0.0	95.70493650587267	141	12	2	1	clean		MIT	2021-07-19T10:41:13.000Z	https://github.com/clean/line_awesome_flutter
244	any_link_preview	Dart package that helps with preview of any links. Fully customizable and has the ability to render from cached data. Useful for apps where we had chat feature.	2.0.9	95.70060243574741	173	33	37	8	sur950	suresh-konakanchi.in	MIT	2022-12-11T21:24:25.000Z	https://github.com/sur950/any_link_preview
245	flutter_keyboard_visibility_web	An implementation for the web platform of `flutter_keyboard_visibility'	2.0.0	95.63125731374333	1	300	61	17	MisterJimson		MIT	2022-12-08T13:51:05.000Z	https://github.com/MisterJimson/flutter_keyboard_visibility
246	stream_chat_flutter	Stream Chat official Flutter SDK. Build your own chat experience using Dart and Flutter.	5.1.0	95.60525289299181	249	654	237	75	GetStream	getstream.io	NOASSERTION	2022-12-16T14:41:48.000Z	https://github.com/GetStream/stream-chat-flutter
247	disk_space	A tiny Flutter Plugin to show free and total disk space.	0.2.1	95.60091882286656	54	12	20	8	mboeddeker		MIT	2022-03-25T22:53:03.000Z	https://github.com/mboeddeker/disk_space
248	http_mock_adapter	A simple to use mocking package for Dio intended to be used in tests. It provides various types and methods to declaratively mock request-response communication.	0.3.3	95.58358254236553	92	45	19	10	lomsa-dev	lomsa.com	MIT	2022-08-10T19:29:16.000Z	https://github.com/lomsa-dev/http-mock-adapter
249	gql_http_link	GQL Terminating Link to execute requests via HTTP using JSON.	0.4.5	95.5099033502362	10	240	99	56	gql-dart	gql-dart.dev	MIT	2022-12-03T23:04:15.000Z	https://github.com/gql-dart/gql
250	flutter_gen_runner	The Flutter code generator for your assets, fonts, colors, … — Get rid of all String-based APIs.	5.1.0+1	95.49690113986044	82	1133	95	38	FlutterGen	wasabeef.jp	MIT	2022-12-12T07:35:43.000Z	https://github.com/FlutterGen/flutter_gen
251	amplify_datastore	The Amplify Flutter DataStore category plugin, providing a queryable, on-device data store.	0.6.10	95.49256706973519	26	1128	176	192	aws-amplify	aws-amplify.com	Apache-2.0	2022-12-17T00:16:28.000Z	https://github.com/aws-amplify/amplify-flutter
252	advertising_id	A Flutter plugin to access advertising ID.Wraps ASIdentifierManager.advertisingIdentifier (on iOS) and advertising ID (on Android).	2.3.0	95.46656264898367	18	8	24	3	operando		Apache-2.0	2022-05-23T18:46:59.000Z	https://github.com/operando/advertising_id
253	flutter_advanced_drawer	An advanced drawer widget, that can be fully customized with size, text, color, radius of corners.	1.3.2	95.42322194773112	186	44	12	2	alex-melnyk	alexmelnyk.io	BSD-3-Clause	2022-04-03T16:04:36.000Z	https://github.com/alex-melnyk/flutter_advanced_drawer
254	persistent_bottom_nav_bar_v2	A do all, highly customizable persistent/static bottom navigation bar for flutter. Includes up-to 20 styles. Based on persistent_bottom_nav_bar which currently is not continued.	4.2.6	95.38421531660383	156	26	21	32	jb3rndt		BSD-3-Clause	2022-11-28T23:06:20.000Z	https://github.com/jb3rndt/PersistentBottomNavBarV2
255	custom_sliding_segmented_control	Allows you to flexibly configure the widget for displaying controls. You can add color, speed, size, initial value, animation and more.	1.7.3	95.34520868547654	55	13	10	1	hadukin		MIT	2022-10-20T06:34:16.000Z	https://github.com/hadukin/custom_sliding_segmented_control
256	loading_animations	A Flutter package with a selection of simple yet very customizable set of loading animations.	2.2.0	95.33220647510076	218	171	22	2	cytryn		MIT	2021-03-09T18:19:44.000Z	https://github.com/cytryn/loading-animations
257	custom_lint	Lint rules are a powerful way to improve the maintainability of a project. Custom Lint allows package authors and developers to easily write custom lint rules.	0.0.16	95.26719542322195	59	151	17	19	invertase	invertase.io	Apache-2.0	2022-12-12T11:22:31.000Z	https://github.com/invertase/dart_custom_lint
258	flutter_keyboard_visibility_platform_interface	A common platform interface for the flutter_keyboard_visibility plugin.	2.0.0	95.2151865817189	1	300	61	17	MisterJimson		MIT	2022-12-08T13:51:05.000Z	https://github.com/MisterJimson/flutter_keyboard_visibility
259	ffmpeg_kit_flutter	FFmpeg Kit for Flutter. Supports Android, iOS and macOS platforms.	5.1.0	95.20651844146838	142	2159	306	66	arthenica	arthenica.com	LGPL-3.0	2022-11-19T15:37:05.000Z	https://github.com/arthenica/ffmpeg-kit
260	sticky_grouped_list	A ScrollablePositionedList where the list items can be grouped into sections.	3.1.0	95.19785030121788	191	130	33	22	Dimibe	begnis.dev	MIT	2022-10-22T23:12:24.000Z	https://github.com/Dimibe/sticky_grouped_list
261	system_settings	Flutter plugin to open system and app settings on iOS and Android.	2.1.0	95.16751181034108	52	11	20	6	fweinaug		MIT	2022-04-03T12:17:03.000Z	https://github.com/fweinaug/system_settings
262	bottom_sheet	Flexible bottom sheet with the ability to scroll content even without a list.	3.1.2	95.15450959996534	213	92	25	6	surfstudio	surf.ru	Apache-2.0	2022-11-24T05:54:54.000Z	https://github.com/surfstudio/flutter-bottom-sheet
263	agora_rtm	Flutter wrapper around the Agora Real Time Message SDKs for Android and iOS.	1.5.0	95.15017552984007	51	92	54	28	AgoraIO	agora.io	MIT	2022-11-30T02:36:35.000Z	https://github.com/AgoraIO/Flutter-RTM
264	filesystem_picker	FileSystem file or folder picker dialog. Allows the user to browse the file system and pick a folder or file.	3.1.0	95.13717331946431	118	47	28	5	andyduke	amazingsoftworks.com	BSD-3-Clause	2022-09-01T14:03:18.000Z	https://github.com/andyduke/filesystem_picker
265	darq	The power of lazy-evaluated enumerables in your hands! (A port of functional LINQ from the .NET library.)	1.2.1	95.1198370389633	118	75	7	0	Abion47		MIT	2022-09-18T18:01:58.000Z	https://github.com/abion47/darq
266	flutter_spinbox	SpinBox is a numeric input widget with an input field for entering a specific value, and spin buttons for quick, convenient, and accurate value adjustments.	0.11.0	95.10683482858752	94	26	23	10	jpnurmi		MIT	2022-12-16T12:14:30.000Z	https://github.com/jpnurmi/flutter_spinbox
267	flutter_google_places_hoc081098	Google places autocomplete widgets for flutter. No wrapper, use https://pub.dartlang.org/packages/google_maps_webservice. Better flutter_google_places, updated by @hoc081098	1.1.0	95.10250075846227	27	10	10	4	hoc081098		NOASSERTION	2022-11-13T17:01:41.000Z	https://github.com/hoc081098/flutter_google_places
268	flutter_map_location_marker	A flutter map plugin for displaying device current location.	5.0.0+1	95.09816668833702	53	40	41	3	tlserver	tlserver6y.net	BSD-3-Clause	2022-11-08T17:06:59.000Z	https://github.com/tlserver/flutter_map_location_marker
269	flutter_segment	Flutter implementation of Segment Analytics for iOS, Android and Web	3.12.1	95.08516447796124	61	15	102	25	la-haus		MIT	2022-11-22T07:39:58.000Z	https://github.com/la-haus/flutter-library-segment
270	flutter_sound_lite	A complete api for audio playback and recording. Audio player, audio recorder, media player, media recorder, sound player, sound recorder.	8.5.0	95.07649633771075	108	762	459	245	Canardoux		MPL-2.0	2022-10-21T03:07:36.000Z	https://github.com/canardoux/flutter_sound
271	agora_uikit	Flutter plugin to simply integrate Agora Video Calling or Live Video Streaming to your app with just a few lines of code.	1.1.0	95.0721622675855	321	106	37	13	AgoraIO-Community	agora.io	MIT	2022-11-29T10:58:37.000Z	https://github.com/AgoraIO-Community/VideoUIKit-Flutter
272	styled_widget	Simplifying your widget tree structure by defining widget using methods. Taking ispiration from CSS and SwiftUI	0.4.1	95.06349412733498	622	967	79	19	ReinBentdal		MIT	2022-11-07T22:26:11.000Z	https://github.com/ReinBentdal/styled_widget
273	telephony	A Flutter plugin to use telephony features such as fetch network info, start phone calls, send and receive SMS, and listen for incoming SMS.	0.2.0	95.04182377670871	258	103	72	31	shounakmulay	shounakmulay.dev	MIT	2022-12-03T18:26:22.000Z	https://github.com/shounakmulay/Telephony
274	envied	Explicitly reads environment variables into a dart file from a .env file for more security and faster start up times.	0.3.0	95.01581935595718	106	30	15	3	petercinibulk		MIT	2022-11-28T17:56:33.000Z	https://github.com/petercinibulk/envied
275	queue	Queue up futures from multiple sources and await their return anywhere in your code.	3.1.0+2	94.98981493520566	66	37	8	5	rknell		MIT	2022-12-06T00:41:06.000Z	https://github.com/rknell/dart_queue
276	link_preview_generator	A cross-platform flutter package to convert your links into rich beautiful previews.	1.2.0	94.98548086508039	39	12	6	3	ghpranav		MIT	2021-11-08T07:26:36.000Z	https://github.com/ghpranav/link_preview_generator
277	location_android	Android implementation of the location plugin	5.0.0-dev.3	94.98114679495514	1	952	591	90	Lyokone		MIT	2022-07-21T16:05:20.000Z	https://github.com/Lyokone/flutterlocation
278	fijkplayer	A Video Player Flutter plugin based on ijkplayer, support most popular protocols and codecs	0.10.1	94.96814458457938	148	1381	256	179	befovy		MIT	2022-07-22T03:47:47.000Z	https://github.com/befovy/fijkplayer
279	location_ios	iOS implementation of the location plugin	5.0.0-dev.4	94.95514237420362	1	952	591	90	Lyokone		MIT	2022-07-21T16:05:20.000Z	https://github.com/Lyokone/flutterlocation
280	location_macos	MacOS implementation of the location plugin	5.0.0-dev.3	94.95080830407836	0	952	591	90	Lyokone		MIT	2022-07-21T16:05:20.000Z	https://github.com/Lyokone/flutterlocation
281	flutter_callkit_incoming	Flutter Callkit Incoming to show callkit screen in your Flutter app.	1.0.2+2	94.9464742339531	133	71	96	46	hiennguyen92	hiennv.com	MIT	2022-11-14T23:34:58.000Z	https://github.com/hiennguyen92/flutter_callkit_incoming
282	video_editor	A flutter package for editing video written in pure Dart with fully customizable UI. Supports crop, trim, rotation and cover selection.	2.1.0	94.93780609370259	268	213	100	11	LeGoffMael	felipemurguia.com	MIT	2022-12-01T09:55:03.000Z	https://github.com/LeGoffMael/video_editor
283	money2	Money and Currency classes with fixed precision maths, parsing and formatting. (Money.parse('$2010.00') * 10).format('S CC#,##0') -> $ US20,100	3.3.0	94.91613574307632	149	50	26	5	onepub-dev	onepub.dev	MIT	2022-11-02T04:43:07.000Z	https://github.com/onepub-dev/money.dart
284	supabase	A dart client for Supabase. This client makes it simple for developers to build secure and scalable products.	1.2.0	94.8987994625753	393	389	63	0	supabase	supabase.io	MIT	2022-12-03T13:45:54.000Z	https://github.com/supabase/supabase-dart
285	dual_screen	Foldable and dual-screen support, like the TwoPane widget and hinge angle sensor data.	1.0.3	94.88146318207428	67	39	4	0	microsoft	microsoft.com	MIT	2022-05-05T14:12:42.000Z	https://github.com/microsoft/flutter-dualscreen
286	glassmorphism	A Flutter package for implimentation of Glassmorphic UI easily.	3.0.0	94.86846097169852	336	45	19	2	RitickSaha		Apache-2.0	2022-09-13T13:48:25.000Z	https://github.com/RitickSaha/glassmorphism
287	graphs	Graph algorithms that operate on graphs in any representation	2.2.0	94.84679062107226	63	69	14	3	dart-lang	tools.dart.dev	BSD-3-Clause	2022-11-01T16:47:02.000Z	https://github.com/dart-lang/graphs
288	quickalert	With QuickAlert, instantly display animated alert dialogs such as success, error, warning, confirm, loading or even a custom dialog.	1.0.1	94.82512027044598	164	15	7	1	belovance	belovance.com	MIT	2022-12-02T08:02:27.000Z	https://github.com/belovance/QuickAlert
289	flutter_inset_box_shadow	This package extends BoxShadow and BoxDecoration to support the inset property.	1.0.8	94.77744549906818	35	14	2	2	johynpapin	qoumo.dev	BSD-3-Clause	2022-04-08T12:26:18.000Z	https://github.com/qoumo/flutter_inset_box_shadow
290	flutter_link_previewer	Customizable link and URL preview extracted from the provided text with the ability to render from the cache. Ideal for chat applications.	3.2.0	94.76877735881767	171	47	45	1	flyerhq	flyer.chat	MIT	2022-10-29T07:36:56.000Z	https://github.com/flyerhq/flutter_link_previewer
291	ferry	Ferry is a simple, powerful GraphQL Client for Flutter and Dart.	0.13.0	94.73843886794089	274	477	90	51	gql-dart	gql-dart.dev	MIT	2022-12-11T21:44:13.000Z	https://github.com/gql-dart/ferry
292	searchable_dropdown	Widget to let the user search through a keyword string typed on a customizable keyboard in a single or multiple choices list presented as a dropdown in a dialog box or a menu.	1.1.3	94.72977072769038	298	108	144	103	icemanbsi		MIT	2022-05-12T17:25:32.000Z	https://github.com/icemanbsi/searchable_dropdown
293	animated_toggle_switch	Simple and animated toggle switch for multiple choices. It's a good alternative if you don't want to use something like a dropdown menu.	0.5.2	94.72543665756513	250	19	6	3	SplashByte	splashbyte.dev	BSD-3-Clause	2022-12-05T21:20:09.000Z	https://github.com/SplashByte/animated_toggle_switch
294	dropdown_plus	Simple and easy to use Dropdown in forms with search, keyboard navigation, offiline data source, remote data source and easy customization.	0.0.9	94.71243444718935	97	8	28	25	crawlinknetworks	crawlink.com	MIT	2022-11-08T09:05:50.000Z	https://github.com/crawlinknetworks/dropdown_plus
295	currency_picker	A flutter package to select a currency from a list of currencies.	2.0.13	94.61708490443375	59	21	48	12	Daniel-Ioannou		MIT	2022-11-29T19:57:30.000Z	https://github.com/Daniel-Ioannou/flutter_currency_picker
296	flutter_keyboard_visibility_macos	An implementation for the macOS platform of `flutter_keyboard_visibility'	1.0.0	94.59541455380747	0	300	61	17	MisterJimson		MIT	2022-12-08T13:51:05.000Z	https://github.com/MisterJimson/flutter_keyboard_visibility
297	credit_card_validator	A package that validates credit card numbers, expiration dates, and security codes (CVV/CVC) based on the type of credit card	2.0.1	94.59108048368222	57	21	14	1	cholojuanito		MIT	2022-11-01T18:06:45.000Z	https://github.com/cholojuanito/credit_card_validator
298	flutter_keyboard_visibility_linux	An implementation for the linux platform of `flutter_keyboard_visibility'	1.0.0	94.58241234343173	0	300	61	17	MisterJimson		MIT	2022-12-08T13:51:05.000Z	https://github.com/MisterJimson/flutter_keyboard_visibility
299	flutter_keyboard_visibility_windows	An implementation for the Windows platform of `flutter_keyboard_visibility'	1.0.0	94.56941013305595	0	300	61	17	MisterJimson		MIT	2022-12-08T13:51:05.000Z	https://github.com/MisterJimson/flutter_keyboard_visibility
300	flutter_breadcrumb	Flutter Widget that can easily create Breadcrumb in Flutter.	1.0.1	94.56074199280545	74	35	5	0	payam-zahedi	payamzahedi.com	BSD-3-Clause	2021-05-01T14:23:59.000Z	https://github.com/payam-zahedi/flutter_breadcrumb
301	icons_launcher	A command-line tool that simplifies the task of updating your Flutter app's launcher icon.	2.0.6	94.4610583799246	209	48	5	2	mrrhak	mrrhak.com	MIT	2022-11-12T11:57:12.000Z	https://github.com/mrrhak/icons_launcher
302	avatars	An avatar widget that uses the best available data source among those provided (social images, gravatar, name initials, custom)	3.0.2	94.45672430979933	68	8	3	8	luckyseven	albertofecchi.com	MIT	2022-02-01T18:48:22.000Z	https://github.com/luckyseven/avatars
303	uri_to_file	A Flutter plugin for converting supported uri to file. Supports Android & iOS.	0.2.0	94.44372209942357	14	2	3	3	Nikhil1999		MIT	2022-11-01T18:15:56.000Z	https://github.com/Nikhil1999/uri-to-file
304	home_widget	A plugin to provide a common interface for creating HomeScreen Widgets for Android and iOS.	0.1.6	94.43505395917306	691	401	92	27	ABausG	antonborri.es	BSD-3-Clause	2022-12-16T16:35:53.000Z	https://github.com/ABausG/home_widget
305	freshchat_sdk	Freshchat is a modern messaging software for sales and customer engagement teams. freshchat_sdk (BETA) will help you integrate chat support in your mobile apps.	0.10.1	94.42638581892255	22	8	19	3	freshworks	freshworks.com	NOASSERTION	2022-12-06T09:02:47.000Z	https://github.com/freshworks/freshchat-flutter-sdk
306	animate_icons	This is a plugin with the help of which you can animate between any two icons like we do in AnimatedIcon widget given to us by default.	2.0.0	94.41771767867205	157	17	17	11	Aman-Malhotra		MIT	2022-05-27T08:41:54.000Z	https://github.com/Aman-Malhotra/animate_icons
307	realm	The official Realm SDK for Flutter. Realm is a mobile database - an alternative to SQLite and key-value stores.	0.8.0+rc	94.39171325792051	253	525	44	124	realm	realm.io	Apache-2.0	2022-12-17T14:16:25.000Z	https://github.com/realm/realm-dart
308	rally_assets	Assets for the app Rally, a Flutter sample app based on the Material study Rally.	3.0.1	94.34403848654271	0	18	19	0	material-components		NOASSERTION	2022-12-07T19:48:40.000Z	https://github.com/material-components/material-components-flutter-codelabs-packages
309	crop	Crop for Flutter. Crop any widget/image in Android, iOS, Web and Desktop with fancy and customizable UI, in 100% pure Dart code.	0.5.4	94.32670220604169	166	221	78	8	xclud	pwa.ir	MIT	2022-12-05T19:10:18.000Z	https://github.com/xclud/flutter_crop
310	flextras	A collection of Flex widgets (Columns and Rows) with additional functionality.	1.0.0	94.24435487366185	72	21	4	4	gskinnerTeam	gskinner.com	MIT	2022-11-07T16:23:15.000Z	https://github.com/gskinnerTeam/flutter-flextras
311	flutter_rating_stars	A Flutter package to create Rating Stars bar. It will be useful for your awesome app.	1.0.3+4	94.24002080353661	63	1	4	1	minhhung2556	romanticdeveloper.com	Apache-2.0	2021-11-02T17:25:27.000Z	https://github.com/minhhung2556/romantic_project_flutter_rating_stars
312	flutter_fortune_wheel	Visualize (random) selection processes with widgets like a spinning wheel of fortune or a fortune bar.	1.2.0	94.19668010228406	171	60	43	7	kevlatus	kevlatus.de	MIT	2022-07-30T19:34:13.000Z	https://github.com/kevlatus/flutter_fortune_wheel
313	loading_more_list	A loading more list which supports ListView,GridView,WaterfallFlow and Slivers.	5.0.2	94.17500975165778	103	291	42	7	fluttercandies	fluttercandies.com	MIT	2022-08-17T11:39:50.000Z	https://github.com/fluttercandies/loading_more_list
314	select_dialog	Package designed to select an item from a list, with the option to filter and even search the items online.	2.0.0	94.17067568153253	75	63	34	9	davidsdearaujo		MIT	2022-01-05T01:35:12.000Z	https://github.com/davidsdearaujo/select_dialog
315	gradient_borders	Gradient borders for inputs and containers. Borders package integrated with a basic flutter widgets as a container and input decorations. Easy in use, platform independent.	0.2.0	94.16200754128202	34	6	5	1	obiwanzenobi	warwas.dev	MIT	2022-09-02T11:17:30.000Z	https://github.com/obiwanzenobi/gradient-borders
316	datadog_flutter_plugin	Flutter bindings and tools for utilizing Datadog Mobile SDks	1.1.1	94.15767347115677	17	17	12	7	DataDog	datadoghq.com	Apache-2.0	2022-12-16T21:24:54.000Z	https://github.com/DataDog/dd-sdk-flutter
317	measure_size	A widget that provides a callback that is triggered when its size changes	4.0.0	94.14033719065574	12	4	2	1	mhrst	qrl.app	MIT	2022-06-01T16:00:14.000Z	https://github.com/mhrst/measure_size
318	flutter_file_dialog	Dialogs for picking and saving files in Android and in iOS.	2.3.2	94.12733498027998	49	25	20	8	kineapps	kineapps.com	BSD-3-Clause	2022-11-04T13:28:42.000Z	https://github.com/kineapps/flutter_file_dialog
319	flutter_logs	An extensive filebased logging framework for flutter apps. (ELK Stack Supported)	2.1.10	94.08832834915269	66	29	14	32	umair13adil	umairadil.com	Apache-2.0	2022-11-23T08:55:30.000Z	https://github.com/umair13adil/flutter_logs
320	oauth2_client	Flutter library for interacting with OAuth2 servers, with classes for transparent authorized requests, secure OAuth token storage, automatic token refeshing.	3.0.0	94.07532613877693	133	73	78	48	teranetsrl	teranet.it	BSD-2-Clause	2022-11-08T04:30:00.000Z	https://github.com/teranetsrl/oauth2_client
321	kt_dart	This project is a port of kotlin-stdlib for Dart/Flutter projects. It includes collections (KtList, KtMap, KtSet) with 150+ methods as well as other useful packages.	1.0.0	94.06665799852641	148	456	28	6	passsy	pascalwelsch.com	Apache-2.0	2022-10-05T20:22:02.000Z	https://github.com/passsy/kt.dart
322	webview_windows	A WebView2-powered webview implementation for the Windows platform.	0.2.2	94.06232392840116	127	123	63	47	jnschulze	jns.io	BSD-3-Clause	2022-11-26T11:49:29.000Z	https://github.com/jnschulze/flutter-webview-windows
323	network_image_mock	Utility for providing mocked Image.network response in Flutter widget tests.	2.1.1	94.04498764790014	37	21	12	6	stelynx	stelynx.com	BSD-3-Clause	2022-06-28T07:41:55.000Z	https://github.com/stelynx/network_image_mock
324	credit_card_type_detector	A package that detects credit card types based on the current credit card number patterns	2.0.0	94.03198543752438	52	23	10	0	cholojuanito		MIT	2022-11-01T17:54:23.000Z	https://github.com/cholojuanito/credit_card_type_detector
325	image_fade	A widget that displays a placeholder and optional progress indicator while an image loads, then cross-fades to the loaded image. Improves on FadeInImage. Compatible with CachedNetworkImageProvider.	0.6.1	93.98864473627184	38	26	9	5	gskinner	gskinner.com	BSD-2-Clause	2022-05-15T22:03:28.000Z	https://github.com/gskinner/image_fade
326	fake_cloud_firestore	Previously known as cloud_firestore_mocks. Fake implementation of Cloud Firestore. Use this package to unit test apps that use Cloud Firestore.	2.1.0	93.97997659602132	67	94	71	40	atn832	wafrat.com	BSD-2-Clause	2022-12-11T04:47:43.000Z	https://github.com/atn832/fake_cloud_firestore
327	flutter_firebase_chat_core	Actively maintained, community-driven Firebase BaaS for chat applications with an optional chat UI.	1.6.4	93.96697438564556	192	171	129	9	flyerhq	flyer.chat	Apache-2.0	2022-10-29T17:35:19.000Z	https://github.com/flyerhq/flutter_firebase_chat_core
328	shamsi_date	A Flutter and Dart package for using Jalali (Shamsi, Solar, Persian or Jalaali) calendar. You can convert, format and manipulate Jalali and Gregorian (Miladi) date and times.	1.0.1	93.94963810514454	143	64	7	2	FatulM		BSD-3-Clause	2022-11-15T13:28:51.000Z	https://github.com/FatulM/shamsi_date
329	amplify_authenticator	A prebuilt Sign In and Sign Up experience for the Amplify Auth category	0.2.4	93.91929961426776	20	1128	176	192	aws-amplify	aws-amplify.com	Apache-2.0	2022-12-17T00:16:28.000Z	https://github.com/aws-amplify/amplify-flutter
330	dart_vlc	Flutter audio / video playback, broadcast & recording library for Windows & Linux. Based on libvlc.	0.4.0	93.9149655441425	212	413	108	28	alexmercerind		LGPL-2.1	2022-12-01T03:01:49.000Z	https://github.com/alexmercerind/dart_vlc
331	flutter_animarker	Marker Geo-Animation solution for Google Maps.	3.2.0	93.91063147401725	128	51	34	31	gauris26	gaurisjavier.com	BSD-3-Clause	2022-12-05T13:26:31.000Z	https://github.com/gauris26/flutter_animarker
332	simple_logger	Provides super simple APIs for logging. The log also includes caller info by setting includeCallerInfo to true. On Android Studio, jump to called location by clicking the log.	1.9.0+1	93.89329519351624	77	50	7	1	mono0926	mono0926.com	MIT	2022-11-14T06:42:28.000Z	https://github.com/mono0926/simple_logger
333	flutter_advanced_switch	An advanced switch control provides a rich API for widget customization that opens a new look and feel in your app.	3.0.1	93.88896112339098	82	13	3	0	alex-melnyk	alexmelnyk.io	BSD-3-Clause	2022-04-14T20:17:10.000Z	https://github.com/alex-melnyk/flutter_advanced_switch
334	source_helper	Utilities to help with Dart source code generation. Includes utilities for properly generating String literals from any String value.	1.3.3	93.83695228188792	13	9	2	1	google	google.dev	Apache-2.0	2022-10-30T00:39:25.000Z	https://github.com/google/source_helper.dart
335	unity_ads_plugin	Unity Ads plugin for Flutter Applications. This plugin is able to display Unity Banner Ads and Unity Video Ads.	0.3.7	93.83261821176266	104	23	11	14	pavelzaichyk	rebeloid.com	MIT	2022-10-16T09:16:25.000Z	https://github.com/pavelzaichyk/flutter_unity_ads
336	import_sorter	Automatically organize your dart imports	4.6.0	93.82828414163741	230	138	27	19	fluttercommunity	fluttercommunity.dev	MIT	2022-10-31T06:06:51.000Z	https://github.com/fluttercommunity/import_sorter
337	tap_debouncer	Tap debounce simplifying widget. Wrap your button widget in TapDebounce widget and any taps will be disabled while tap callback is in progress.	2.0.2	93.8196160013869	77	12	3	0	sla-000		MIT	2022-01-23T20:25:46.000Z	https://github.com/sla-000/flutter_debouncer
338	map	Lightweight Map widget for flutter supporting different projections including EPSG4326/Mercator/WGS1984.	1.3.5+1	93.8109478611364	251	100	23	1	xclud	pwa.ir	MIT	2022-12-08T14:37:34.000Z	https://github.com/xclud/flutter_map
339	numeral	A Dart library for Format number into beautiful string, Format the number into a beautiful, readable and short string.	2.0.1	93.77627530013436	43	8	5	0	medz	odroe.com	MIT	2022-07-21T17:15:35.000Z	https://github.com/medz/numeral.dart
340	appwrite	Appwrite is an open-source self-hosted backend server that abstract and simplify complex and repetitive development tasks behind a very simple REST API	8.1.0	93.76760715988385	356	255	64	20	appwrite	appwrite.io	BSD-3-Clause	2022-12-16T18:51:02.000Z	https://github.com/appwrite/sdk-for-flutter
341	amplify_core	The base package containing common types and utilities that are shared across the Amplify Flutter packages.	0.6.10	93.72860052875656	36	1128	176	192	aws-amplify	aws-amplify.com	Apache-2.0	2022-12-17T00:16:28.000Z	https://github.com/aws-amplify/amplify-flutter
342	time_range_picker	A time range picker for flutter. This widget let's you open a dialog to choose a timeframe with start and end time.	2.2.0	93.71559831838078	124	26	24	10	Chris1234567899		NOASSERTION	2022-07-02T15:38:20.000Z	https://github.com/Chris1234567899/flutter_time_range_picker
343	vrouter	A navigation package that makes navigation and routing easy on every platform. Built on top of Navigator 2.	1.2.1	93.69826203787977	298	195	23	29	lulupointu	vrouter.dev	MIT	2022-05-12T08:29:07.000Z	https://github.com/lulupointu/vrouter
344	pausable_timer	A timer implementation that can be paused, resumed and reset.	1.0.0+6	93.68959389762927	51	17	5	2	llucax	llucax.com	BSD-3-Clause	2022-09-02T20:58:21.000Z	https://github.com/llucax/pausable_timer
345	effective_dart	Linter rules corresponding to the guidelines in Effective Dart.	1.3.2	93.67225761712824	127	127	28	0	tenhobi	tenhobi.dev	MIT	2021-06-20T16:27:20.000Z	https://github.com/tenhobi/effective_dart
346	background_location	A Flutter plugin to get location updates in the background for both Android and iOS. Uses CoreLocation for iOS and FusedLocationProvider for Android.	0.8.1	93.66358947687775	278	179	158	39	Almoullim	faultyapp.com	NOASSERTION	2022-11-15T13:25:55.000Z	https://github.com/Almoullim/background_location
347	text_scroll	TextScroll Flutter widget adds text auto-scrolling functionality (marquee text).	0.1.1	93.61158063537468	56	9	3	4	yurii-khi	yurii-khi.dev	MIT	2022-11-14T09:09:42.000Z	https://github.com/yurii-khi/text_scroll
348	cupertino_will_pop_scope	Enables 'onWillPop' callbacks on Cupertino page transitions and improves visual feedback of rejected "Swipe to go back" gestures.	1.2.1	93.57690807437264	38	16	9	0	benPesso	benpesso.com	MIT	2022-07-31T09:44:38.000Z	https://github.com/benPesso/flutter_cupertino_will_pop_scope
349	pusher_channels_flutter	Pusher Channels Flutter Plugin	2.1.0	93.56823993412213	53	57	40	7	pusher	pusher.com	MIT	2022-10-27T10:39:13.000Z	https://github.com/pusher/pusher-channels-flutter
350	blinking_text	A simple plugin to creating a blinking text. It allows to adjust duration of a blink and number of times text blinks before stopping.	1.0.2	93.56390586399688	23	0	1	2	androideen		MIT	2022-03-30T13:17:21.000Z	https://github.com/androideen/blinking_text
351	eventify	A cancellable event emitter which supports context based event driven programming. 	1.0.1	93.55090365362112	33	11	3	0	iMeshAcademy		NOASSERTION	2022-06-16T04:22:31.000Z	https://github.com/iMeshAcademy/EventEmitter
352	ua_client_hints	Provide User-Agent Client Hints to Flutter.	1.1.3	93.53356737312009	23	40	10	8	wasabeef	wasabeef.jp	MIT	2022-11-29T23:44:16.000Z	https://github.com/wasabeef/flutter_ua_client_hints
353	is_first_run	A simple package to check if it is the first time the app runs.	1.0.0	93.4945607419928	64	6	2	1	JulianAssmann		BSD-3-Clause	2022-07-20T17:58:55.000Z	https://github.com/JulianAssmann/flutter_is_first_run
